name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Burger King - BTM,No,No,3.6/5,455,Basavanagudi,Pub,Biryani,650,Pub,Basavanagudi
Chutney's - Banashankari,Yes,Yes,3.6/5,3146,Koramangala,Beverage Shop,Italian,200,Beverage Shop,Koramangala
Punjabi Dhaba - Yelahanka,Yes,No,4.2/5,4705,Whitefield,Mess,Chinese,50,Mess,Whitefield
Starbucks - HSR Layout,Yes,No,3.2/5,2884,Hebbal,Fine Dining,Cafe Food,350,Fine Dining,Hebbal
Third Wave Coffee - Bellandur,No,No,4.2/5,938,MG Road,Casual Dining,Italian,400,Casual Dining,MG Road
Hotel Suprabhatha - KR Puram,Yes,Yes,3.2/5,1684,Basavanagudi,Desserts,Continental,200,Desserts,Basavanagudi
Barbeque Nation - Hebbal,No,No,4.0/5,2565,HSR Layout,Beverage Shop,Bengali,100,Beverage Shop,HSR Layout
Cream Stone - Hebbal,No,No,3.4/5,3409,Sarjapur Road,Café,Gujarati,200,Café,Sarjapur Road
MTR - Basavanagudi,No,No,3.9/5,2085,Indiranagar,Quick Bites,Continental,300,Quick Bites,Indiranagar
Toit - Bellandur,Yes,Yes,4.3/5,2366,Banashankari,Sweet Shop,Burgers,150,Sweet Shop,Banashankari
Burger King - Yelahanka,No,Yes,3.8/5,139,BTM,Pub,Beverages,350,Pub,BTM
Toit - Jayanagar,No,No,3.1/5,426,Jayanagar,Fine Dining,Biryani,750,Fine Dining,Jayanagar
McDonald's - Yelahanka,Yes,No,3.4/5,2902,Malleshwaram,Bakery,Rolls,300,Bakery,Malleshwaram
Vasudev Adiga's - Electronic City,Yes,Yes,NEW,0,Koramangala,Lounge,Bengali,800,Lounge,Koramangala
Punjabi Dhaba - Malleshwaram,Yes,No,2.9/5,1218,Whitefield,Sweet Shop,Mughlai,50,Sweet Shop,Whitefield
Third Wave Coffee - BTM,Yes,Yes,4.4/5,4310,Bellandur,Fine Dining,Street Food,1150,Fine Dining,Bellandur
Smoke House Deli - Shivajinagar,Yes,No,3.9/5,1912,Koramangala,Desserts,South Indian,200,Desserts,Koramangala
Wow Momo - Marathahalli,Yes,No,3.3/5,4636,Shivajinagar,Dhaba,Cafe Food,250,Dhaba,Shivajinagar
Baskin-Robbins - Yelahanka,Yes,No,4.6/5,3681,HSR Layout,Lounge,Chinese,1250,Lounge,HSR Layout
Subway - Rajajinagar,Yes,No,3.5/5,2436,Rajajinagar,Casual Dining,Desserts,500,Casual Dining,Rajajinagar
Shivaji Military Hotel - BTM,Yes,No,4.0/5,1452,Electronic City,Pub,Biryani,750,Pub,Electronic City
Sri Sairam Vegetarian - KR Puram,Yes,No,3.4/5,1717,Koramangala,Desserts,Street Food,200,Desserts,Koramangala
Domino's Pizza - JP Nagar,Yes,No,NEW,0,Malleshwaram,Sweet Shop,Desserts,200,Sweet Shop,Malleshwaram
Rajadhani - KR Puram,Yes,No,3.2/5,3174,Koramangala,Café,Burgers,200,Café,Koramangala
The Fatty Bao - Hebbal,Yes,No,3.6/5,1428,Jayanagar,Desserts,South Indian,200,Desserts,Jayanagar
Keventers - Whitefield,Yes,No,4.3/5,1311,BTM,Food Court,Pizza,450,Food Court,BTM
Byg Brewski - Hebbal,Yes,No,4.0/5,746,Sarjapur Road,Pub,Rajasthani,750,Pub,Sarjapur Road
Hotel Suprabhatha - Jayanagar,No,Yes,3.8/5,2789,KR Puram,Fine Dining,Bengali,1450,Fine Dining,KR Puram
Social - Basavanagudi,Yes,No,2.8/5,3106,Koramangala,Lounge,South Indian,800,Lounge,Koramangala
Sri Sairam Vegetarian - Marathahalli,No,No,NEW,0,Sarjapur Road,Delivery,Andhra,300,Delivery,Sarjapur Road
Barbeque Nation - Hebbal,Yes,Yes,4.0/5,753,Indiranagar,Beverage Shop,Chinese,150,Beverage Shop,Indiranagar
Burger King - Rajajinagar,Yes,No,3.8/5,483,Malleshwaram,Bar,Rolls,1000,Bar,Malleshwaram
Brahmin's Coffee Bar - Jayanagar,Yes,No,4.4/5,3592,Marathahalli,Café,Bengali,250,Café,Marathahalli
Shivaji Military Hotel - Shivajinagar,Yes,No,NEW,0,Hebbal,Bar,Biryani,450,Bar,Hebbal
Kanti Sweets - Banashankari,No,Yes,4.3/5,1788,HSR Layout,Café,Pizza,200,Café,HSR Layout
Nandhini Hotel - Whitefield,Yes,No,3.7/5,544,Sarjapur Road,Bakery,Gujarati,450,Bakery,Sarjapur Road
Natural Ice Cream - Banashankari,Yes,No,3.3/5,2906,Marathahalli,Beverage Shop,Andhra,150,Beverage Shop,Marathahalli
Pizza Hut - KR Puram,Yes,No,4.3/5,2965,Shivajinagar,Casual Dining,Biryani,400,Casual Dining,Shivajinagar
KFC - Hebbal,Yes,No,3.2/5,2746,Rajajinagar,Food Court,Fast Food,350,Food Court,Rajajinagar
Vidyarthi Bhavan - Hebbal,No,No,4.7/5,4676,KR Puram,Sweet Shop,North Indian,200,Sweet Shop,KR Puram
Domino's Pizza - Malleshwaram,No,No,NEW,0,Marathahalli,Food Court,Rajasthani,200,Food Court,Marathahalli
Sri Sairam Vegetarian - Malleshwaram,Yes,No,3.3/5,4226,Electronic City,Delivery,Burgers,150,Delivery,Electronic City
Barbeque Nation - Marathahalli,Yes,No,3.2/5,3322,Electronic City,Dhaba,Continental,150,Dhaba,Electronic City
New Krishna Bhavan - Electronic City,Yes,No,3.2/5,1658,Sarjapur Road,Casual Dining,Biryani,100,Casual Dining,Sarjapur Road
Meghana Foods - KR Puram,No,No,3.8/5,4461,Banashankari,Café,Desserts,300,Café,Banashankari
Chutney's - Malleshwaram,Yes,Yes,3.8/5,420,BTM,Desserts,Burgers,100,Desserts,BTM
Absolute Barbecues - Whitefield,Yes,No,3.2/5,4519,BTM,Mess,Rajasthani,100,Mess,BTM
Rajadhani - Basavanagudi,No,Yes,3.5/5,1808,Malleshwaram,Beverage Shop,Biryani,200,Beverage Shop,Malleshwaram
Shivaji Military Hotel - Rajajinagar,Yes,Yes,3.2/5,3987,HSR Layout,Pub,Pizza,550,Pub,HSR Layout
Shivaji Military Hotel - Jayanagar,Yes,No,4.1/5,4065,Sarjapur Road,Sweet Shop,Rajasthani,250,Sweet Shop,Sarjapur Road
Natural Ice Cream - BTM,No,No,3.7/5,2209,Sarjapur Road,Fine Dining,Continental,1000,Fine Dining,Sarjapur Road
Baskin-Robbins - JP Nagar,Yes,No,3.7/5,4190,Basavanagudi,Dhaba,South Indian,300,Dhaba,Basavanagudi
The Fatty Bao - Shivajinagar,Yes,No,3.2/5,1185,Banashankari,Fine Dining,Chinese,700,Fine Dining,Banashankari
Baskin-Robbins - Sarjapur Road,Yes,No,3.7/5,4930,Basavanagudi,Delivery,Desserts,100,Delivery,Basavanagudi
Toit - Shivajinagar,Yes,Yes,3.6/5,1819,Marathahalli,Pub,Gujarati,450,Pub,Marathahalli
Subway - Rajajinagar,Yes,Yes,4.0/5,4558,Malleshwaram,Sweet Shop,Mughlai,50,Sweet Shop,Malleshwaram
Empire Restaurant - Banashankari,No,Yes,3.8/5,930,MG Road,Mess,Biryani,100,Mess,MG Road
Baskin-Robbins - JP Nagar,Yes,No,4.2/5,4776,Indiranagar,Bar,Andhra,50,Bar,Indiranagar
Barbeque Nation - Basavanagudi,No,Yes,3.5/5,3386,Indiranagar,Dhaba,Cafe Food,100,Dhaba,Indiranagar
Natural Ice Cream - Bellandur,No,No,2.8/5,1353,Rajajinagar,Pub,North Indian,650,Pub,Rajajinagar
Toit - Yelahanka,Yes,No,4.3/5,656,KR Puram,Fine Dining,Beverages,500,Fine Dining,KR Puram
Empire Restaurant - Shivajinagar,Yes,Yes,3.4/5,1205,BTM,Fine Dining,Street Food,550,Fine Dining,BTM
Rajadhani - KR Puram,Yes,Yes,3.3/5,2867,Rajajinagar,Café,Gujarati,400,Café,Rajajinagar
Pizza Hut - Jayanagar,No,No,NEW,0,Basavanagudi,Sweet Shop,Italian,100,Sweet Shop,Basavanagudi
Barbeque Nation - Malleshwaram,No,No,3.9/5,4370,Whitefield,Pub,Burgers,550,Pub,Whitefield
Nandhini Hotel - JP Nagar,Yes,No,NEW,0,Shivajinagar,Desserts,Rajasthani,250,Desserts,Shivajinagar
Absolute Barbecues - Bellandur,No,No,3.4/5,2490,Hebbal,Desserts,South Indian,150,Desserts,Hebbal
Dindigul Thalappakatti - Banashankari,Yes,No,3.7/5,874,Whitefield,Delivery,Andhra,500,Delivery,Whitefield
The Fatty Bao - Electronic City,No,No,NEW,0,Marathahalli,Mess,Beverages,150,Mess,Marathahalli
The Only Place - BTM,Yes,No,3.8/5,4163,Bellandur,Desserts,Andhra,300,Desserts,Bellandur
Hotel Suprabhatha - Basavanagudi,Yes,No,3.4/5,1433,Hebbal,Delivery,Burgers,100,Delivery,Hebbal
Third Wave Coffee - Malleshwaram,No,No,3.2/5,4455,Hebbal,Mess,Desserts,100,Mess,Hebbal
Corner House - Shivajinagar,Yes,No,3.7/5,3192,HSR Layout,Sweet Shop,Bengali,200,Sweet Shop,HSR Layout
Starbucks - JP Nagar,Yes,No,4.0/5,3738,BTM,Bakery,Mughlai,200,Bakery,BTM
Absolute Barbecues - Malleshwaram,Yes,No,4.1/5,4029,KR Puram,Lounge,Beverages,600,Lounge,KR Puram
Pizza Hut - Whitefield,Yes,Yes,3.9/5,574,Koramangala,Desserts,Rajasthani,200,Desserts,Koramangala
Keventers - Banashankari,Yes,No,3.4/5,1095,Sarjapur Road,Beverage Shop,North Indian,50,Beverage Shop,Sarjapur Road
Barbeque Nation - JP Nagar,No,No,3.5/5,2895,HSR Layout,Sweet Shop,South Indian,100,Sweet Shop,HSR Layout
Third Wave Coffee - Indiranagar,Yes,No,4.2/5,1988,BTM,Fine Dining,Beverages,1300,Fine Dining,BTM
Meghana Foods - Koramangala,Yes,Yes,3.3/5,289,JP Nagar,Food Court,Kerala,250,Food Court,JP Nagar
Shivaji Military Hotel - Sarjapur Road,No,No,3.5/5,2467,Shivajinagar,Fine Dining,Biryani,600,Fine Dining,Shivajinagar
Blue Tokai - Hebbal,Yes,No,4.1/5,1588,Whitefield,Café,Desserts,300,Café,Whitefield
The Only Place - Rajajinagar,Yes,Yes,4.3/5,1478,Malleshwaram,Beverage Shop,Desserts,150,Beverage Shop,Malleshwaram
Cream Stone - KR Puram,No,No,3.6/5,804,Koramangala,Lounge,Mughlai,250,Lounge,Koramangala
Social - Shivajinagar,No,No,3.5/5,611,Marathahalli,Bar,Street Food,650,Bar,Marathahalli
KFC - BTM,Yes,No,3.2/5,471,Rajajinagar,Bakery,Mughlai,300,Bakery,Rajajinagar
Starbucks - Bellandur,No,No,4.0/5,1969,Jayanagar,Fine Dining,Mughlai,1000,Fine Dining,Jayanagar
Truffles - Electronic City,Yes,No,4.5/5,4464,MG Road,Casual Dining,Rajasthani,250,Casual Dining,MG Road
New Krishna Bhavan - Koramangala,No,No,5.0/5,409,MG Road,Bakery,Desserts,350,Bakery,MG Road
Nandhini Hotel - Hebbal,Yes,No,4.0/5,1625,MG Road,Sweet Shop,Andhra,300,Sweet Shop,MG Road
Pizza Hut - Malleshwaram,No,Yes,NEW,0,Jayanagar,Bar,Rolls,850,Bar,Jayanagar
Café Coffee Day - Whitefield,Yes,No,3.4/5,3574,Banashankari,Pub,Street Food,800,Pub,Banashankari
Byg Brewski - HSR Layout,No,No,2.8/5,160,Shivajinagar,Dhaba,North Indian,150,Dhaba,Shivajinagar
Cream Stone - Basavanagudi,No,No,3.8/5,2725,Hebbal,Lounge,Gujarati,700,Lounge,Hebbal
Social - Marathahalli,No,No,4.9/5,3866,Marathahalli,Desserts,Desserts,300,Desserts,Marathahalli
Nandhini Hotel - Rajajinagar,Yes,No,4.5/5,4108,MG Road,Delivery,Burgers,50,Delivery,MG Road
Chutney's - HSR Layout,Yes,Yes,4.4/5,3478,Banashankari,Sweet Shop,Kerala,150,Sweet Shop,Banashankari
Corner House - Bellandur,Yes,No,4.0/5,1986,Sarjapur Road,Food Court,Street Food,350,Food Court,Sarjapur Road
Hotel Suprabhatha - MG Road,No,Yes,3.9/5,1878,Bellandur,Lounge,Kerala,650,Lounge,Bellandur
Byg Brewski - Banashankari,Yes,Yes,2.6/5,3426,BTM,Mess,Pizza,100,Mess,BTM
The Only Place - Malleshwaram,No,No,NEW,0,Indiranagar,Mess,Continental,150,Mess,Indiranagar
Domino's Pizza - JP Nagar,No,No,3.4/5,4534,Marathahalli,Quick Bites,North Indian,250,Quick Bites,Marathahalli
Cream Stone - Banashankari,Yes,Yes,3.5/5,420,BTM,Lounge,Kerala,900,Lounge,BTM
Sri Sairam Vegetarian - Malleshwaram,No,No,3.5/5,3893,Electronic City,Café,Italian,200,Café,Electronic City
Chutney's - Malleshwaram,Yes,No,3.7/5,499,HSR Layout,Beverage Shop,Italian,100,Beverage Shop,HSR Layout
Cream Stone - Basavanagudi,Yes,No,NEW,0,Electronic City,Sweet Shop,Gujarati,250,Sweet Shop,Electronic City
Kanti Sweets - Shivajinagar,Yes,No,3.9/5,4441,Marathahalli,Beverage Shop,Pizza,200,Beverage Shop,Marathahalli
MTR - HSR Layout,Yes,No,3.6/5,479,Yelahanka,Quick Bites,Italian,350,Quick Bites,Yelahanka
Smoke House Deli - Sarjapur Road,No,No,NEW,0,Jayanagar,Pub,Street Food,700,Pub,Jayanagar
Sri Sairam Vegetarian - BTM,Yes,No,3.1/5,2567,Rajajinagar,Pub,Pizza,1000,Pub,Rajajinagar
Vidyarthi Bhavan - Yelahanka,Yes,No,3.7/5,4265,Shivajinagar,Delivery,Gujarati,300,Delivery,Shivajinagar
Subway - Yelahanka,No,No,3.2/5,4214,BTM,Desserts,Bengali,200,Desserts,BTM
Sri Sairam Vegetarian - Electronic City,No,No,3.4/5,757,Basavanagudi,Sweet Shop,Pizza,150,Sweet Shop,Basavanagudi
Barbeque Nation - Basavanagudi,Yes,No,3.9/5,2110,Indiranagar,Food Court,Mughlai,400,Food Court,Indiranagar
Natural Ice Cream - Electronic City,No,Yes,2.9/5,108,HSR Layout,Mess,Mughlai,100,Mess,HSR Layout
Blue Tokai - Malleshwaram,Yes,No,3.4/5,745,JP Nagar,Quick Bites,Gujarati,200,Quick Bites,JP Nagar
Sri Sairam Vegetarian - HSR Layout,Yes,No,4.1/5,1516,Malleshwaram,Mess,Biryani,50,Mess,Malleshwaram
The Fatty Bao - HSR Layout,Yes,No,3.1/5,1623,Yelahanka,Desserts,Burgers,200,Desserts,Yelahanka
Keventers - Electronic City,Yes,No,4.7/5,4512,JP Nagar,Café,Biryani,350,Café,JP Nagar
Rajadhani - MG Road,No,No,4.3/5,1348,BTM,Desserts,Italian,150,Desserts,BTM
Natural Ice Cream - JP Nagar,Yes,No,3.6/5,3311,Marathahalli,Fine Dining,Beverages,600,Fine Dining,Marathahalli
Empire Restaurant - Jayanagar,No,No,3.3/5,709,KR Puram,Beverage Shop,Pizza,150,Beverage Shop,KR Puram
Wow Momo - Electronic City,Yes,No,4.0/5,3587,MG Road,Lounge,Bengali,800,Lounge,MG Road
Smoke House Deli - Basavanagudi,Yes,Yes,3.1/5,4713,Basavanagudi,Bar,Rolls,600,Bar,Basavanagudi
Meghana Foods - MG Road,No,Yes,NEW,0,Malleshwaram,Quick Bites,Desserts,350,Quick Bites,Malleshwaram
Nandhini Hotel - Sarjapur Road,No,No,3.5/5,737,Hebbal,Mess,Street Food,100,Mess,Hebbal
McDonald's - Hebbal,Yes,No,3.8/5,2551,Koramangala,Quick Bites,Andhra,250,Quick Bites,Koramangala
Blue Tokai - Shivajinagar,Yes,No,NEW,0,JP Nagar,Dhaba,Rajasthani,250,Dhaba,JP Nagar
Barbeque Nation - Yelahanka,Yes,Yes,3.5/5,4693,Shivajinagar,Quick Bites,Pizza,250,Quick Bites,Shivajinagar
Smoke House Deli - Basavanagudi,Yes,No,4.5/5,1441,Hebbal,Beverage Shop,Bengali,100,Beverage Shop,Hebbal
Pizza Hut - Banashankari,No,No,3.0/5,683,Malleshwaram,Desserts,South Indian,150,Desserts,Malleshwaram
McDonald's - Yelahanka,No,No,3.1/5,1920,BTM,Quick Bites,Cafe Food,100,Quick Bites,BTM
Rajadhani - Bellandur,Yes,No,4.1/5,2207,HSR Layout,Beverage Shop,Beverages,50,Beverage Shop,HSR Layout
Barbeque Nation - Sarjapur Road,No,No,3.1/5,3351,Electronic City,Casual Dining,Pizza,450,Casual Dining,Electronic City
Blue Tokai - Marathahalli,Yes,No,3.2/5,2219,JP Nagar,Bar,Burgers,850,Bar,JP Nagar
Blue Tokai - Hebbal,Yes,No,3.9/5,3984,Hebbal,Dhaba,Rolls,250,Dhaba,Hebbal
Meghana Foods - Indiranagar,Yes,No,NEW,0,Banashankari,Bakery,Cafe Food,300,Bakery,Banashankari
Chutney's - JP Nagar,Yes,No,3.8/5,270,HSR Layout,Fine Dining,Cafe Food,500,Fine Dining,HSR Layout
Vasudev Adiga's - Jayanagar,Yes,No,3.5/5,1889,Electronic City,Delivery,Street Food,300,Delivery,Electronic City
Vidyarthi Bhavan - HSR Layout,Yes,No,NEW,0,Koramangala,Fine Dining,Street Food,950,Fine Dining,Koramangala
Kanti Sweets - Shivajinagar,Yes,No,NEW,0,Yelahanka,Bar,Mughlai,950,Bar,Yelahanka
Social - Jayanagar,Yes,Yes,3.9/5,3994,Yelahanka,Café,Fast Food,350,Café,Yelahanka
Brahmin's Coffee Bar - Bellandur,No,No,NEW,0,JP Nagar,Desserts,South Indian,350,Desserts,JP Nagar
Third Wave Coffee - Basavanagudi,Yes,No,3.8/5,2830,Rajajinagar,Sweet Shop,Continental,200,Sweet Shop,Rajajinagar
Natural Ice Cream - BTM,Yes,Yes,NEW,0,MG Road,Café,Fast Food,350,Café,MG Road
McDonald's - JP Nagar,No,No,NEW,0,Sarjapur Road,Bar,Desserts,850,Bar,Sarjapur Road
Dindigul Thalappakatti - Yelahanka,No,Yes,3.6/5,793,Indiranagar,Bar,Rajasthani,650,Bar,Indiranagar
MTR - Hebbal,No,No,3.8/5,1030,KR Puram,Dhaba,Mughlai,100,Dhaba,KR Puram
Natural Ice Cream - Whitefield,Yes,No,3.5/5,859,Malleshwaram,Pub,Chinese,450,Pub,Malleshwaram
Chutney's - Sarjapur Road,Yes,Yes,4.5/5,4534,Yelahanka,Dhaba,Andhra,400,Dhaba,Yelahanka
The Only Place - MG Road,Yes,No,NEW,0,MG Road,Lounge,South Indian,700,Lounge,MG Road
Burger King - KR Puram,Yes,No,3.7/5,1565,BTM,Café,Mughlai,350,Café,BTM
KFC - Indiranagar,No,No,NEW,0,JP Nagar,Café,Kerala,200,Café,JP Nagar
Truffles - Malleshwaram,Yes,No,4.1/5,461,Hebbal,Bakery,Mughlai,300,Bakery,Hebbal
Subway - Sarjapur Road,Yes,No,3.4/5,1522,MG Road,Desserts,Pizza,300,Desserts,MG Road
Corner House - JP Nagar,Yes,No,3.4/5,1234,Sarjapur Road,Beverage Shop,Kerala,50,Beverage Shop,Sarjapur Road
Cream Stone - Marathahalli,Yes,No,3.3/5,1136,KR Puram,Café,Andhra,300,Café,KR Puram
Corner House - JP Nagar,No,Yes,4.0/5,4212,HSR Layout,Sweet Shop,Mughlai,200,Sweet Shop,HSR Layout
Third Wave Coffee - Marathahalli,Yes,No,3.5/5,4658,Whitefield,Quick Bites,Kerala,200,Quick Bites,Whitefield
MTR - Shivajinagar,Yes,Yes,4.0/5,2248,Yelahanka,Delivery,Kerala,450,Delivery,Yelahanka
Kanti Sweets - KR Puram,Yes,No,4.0/5,123,Basavanagudi,Bar,Bengali,550,Bar,Basavanagudi
Kanti Sweets - Indiranagar,Yes,No,NEW,0,Malleshwaram,Pub,Rajasthani,550,Pub,Malleshwaram
Dindigul Thalappakatti - Indiranagar,Yes,Yes,4.0/5,4504,Bellandur,Beverage Shop,Pizza,150,Beverage Shop,Bellandur
The Fatty Bao - Sarjapur Road,Yes,No,3.4/5,4561,JP Nagar,Delivery,Cafe Food,500,Delivery,JP Nagar
Vasudev Adiga's - Koramangala,Yes,Yes,NEW,0,Sarjapur Road,Quick Bites,Cafe Food,200,Quick Bites,Sarjapur Road
Hotel Suprabhatha - JP Nagar,No,No,3.6/5,4867,Yelahanka,Beverage Shop,Rajasthani,200,Beverage Shop,Yelahanka
Corner House - Basavanagudi,No,No,3.6/5,3930,MG Road,Pub,Cafe Food,200,Pub,MG Road
Wow Momo - Bellandur,No,No,2.6/5,3776,Hebbal,Casual Dining,North Indian,400,Casual Dining,Hebbal
Third Wave Coffee - Whitefield,No,No,3.3/5,2884,Rajajinagar,Dhaba,Rolls,200,Dhaba,Rajajinagar
KFC - Koramangala,Yes,No,4.0/5,4489,HSR Layout,Desserts,Rajasthani,200,Desserts,HSR Layout
Punjabi Dhaba - Indiranagar,Yes,No,3.6/5,2097,Jayanagar,Sweet Shop,Continental,150,Sweet Shop,Jayanagar
Dindigul Thalappakatti - Bellandur,Yes,No,4.3/5,2772,HSR Layout,Lounge,Chinese,450,Lounge,HSR Layout
Social - Malleshwaram,No,No,2.9/5,1801,JP Nagar,Mess,Kerala,100,Mess,JP Nagar
Toit - Bellandur,No,No,4.0/5,3673,Rajajinagar,Quick Bites,Street Food,300,Quick Bites,Rajajinagar
Dindigul Thalappakatti - Whitefield,No,No,NEW,0,Koramangala,Sweet Shop,Rajasthani,200,Sweet Shop,Koramangala
KFC - Basavanagudi,Yes,No,4.3/5,165,Hebbal,Casual Dining,Italian,150,Casual Dining,Hebbal
Hotel Suprabhatha - Shivajinagar,No,No,2.9/5,3138,Hebbal,Mess,Street Food,50,Mess,Hebbal
Domino's Pizza - Electronic City,Yes,No,4.0/5,68,Malleshwaram,Bakery,Chinese,250,Bakery,Malleshwaram
Subway - BTM,Yes,No,3.5/5,2501,Shivajinagar,Café,Rolls,200,Café,Shivajinagar
Wow Momo - Rajajinagar,Yes,Yes,3.1/5,24,Shivajinagar,Fine Dining,Desserts,850,Fine Dining,Shivajinagar
Social - Malleshwaram,Yes,No,3.6/5,3928,Sarjapur Road,Delivery,Cafe Food,400,Delivery,Sarjapur Road
Dindigul Thalappakatti - Basavanagudi,Yes,No,3.4/5,2357,Rajajinagar,Casual Dining,South Indian,450,Casual Dining,Rajajinagar
Natural Ice Cream - Shivajinagar,Yes,No,4.3/5,4107,Electronic City,Dhaba,Andhra,100,Dhaba,Electronic City
Third Wave Coffee - BTM,Yes,No,4.1/5,576,Basavanagudi,Casual Dining,Andhra,400,Casual Dining,Basavanagudi
Cream Stone - Rajajinagar,Yes,No,3.3/5,4329,Indiranagar,Pub,Rolls,800,Pub,Indiranagar
Keventers - MG Road,No,No,3.3/5,2882,HSR Layout,Fine Dining,Rolls,600,Fine Dining,HSR Layout
Domino's Pizza - Marathahalli,No,No,3.5/5,590,Yelahanka,Café,Fast Food,200,Café,Yelahanka
Chutney's - Sarjapur Road,Yes,No,3.8/5,1667,Basavanagudi,Lounge,Andhra,700,Lounge,Basavanagudi
Blue Tokai - Sarjapur Road,No,Yes,4.2/5,1298,Electronic City,Café,Rolls,450,Café,Electronic City
Sri Sairam Vegetarian - Electronic City,No,No,NEW,0,Basavanagudi,Bar,Andhra,400,Bar,Basavanagudi
Cream Stone - KR Puram,Yes,No,3.9/5,4247,Bellandur,Desserts,North Indian,150,Desserts,Bellandur
Corner House - Banashankari,Yes,No,3.7/5,3523,Marathahalli,Sweet Shop,Fast Food,100,Sweet Shop,Marathahalli
Kanti Sweets - KR Puram,Yes,Yes,3.0/5,2263,HSR Layout,Casual Dining,Mughlai,300,Casual Dining,HSR Layout
Pizza Hut - Electronic City,Yes,Yes,4.5/5,4754,Koramangala,Desserts,Gujarati,200,Desserts,Koramangala
Natural Ice Cream - Malleshwaram,No,Yes,3.5/5,3863,MG Road,Fine Dining,Burgers,750,Fine Dining,MG Road
Social - Marathahalli,No,Yes,4.5/5,4405,Marathahalli,Lounge,Cafe Food,150,Lounge,Marathahalli
Domino's Pizza - BTM,Yes,No,3.9/5,4244,Shivajinagar,Bakery,Bengali,250,Bakery,Shivajinagar
Punjabi Dhaba - Sarjapur Road,No,No,4.7/5,3527,Sarjapur Road,Bar,Street Food,950,Bar,Sarjapur Road
Blue Tokai - Bellandur,No,No,4.0/5,3346,Hebbal,Beverage Shop,Gujarati,150,Beverage Shop,Hebbal
Barbeque Nation - Marathahalli,No,No,3.0/5,3018,Marathahalli,Pub,Chinese,600,Pub,Marathahalli
The Only Place - Rajajinagar,Yes,No,3.5/5,1204,Marathahalli,Quick Bites,Biryani,150,Quick Bites,Marathahalli
Vasudev Adiga's - Whitefield,No,No,3.6/5,3876,Rajajinagar,Sweet Shop,Burgers,150,Sweet Shop,Rajajinagar
Starbucks - Banashankari,Yes,No,3.4/5,2251,Basavanagudi,Quick Bites,Bengali,200,Quick Bites,Basavanagudi
Natural Ice Cream - KR Puram,Yes,No,3.7/5,4559,Shivajinagar,Mess,Bengali,100,Mess,Shivajinagar
Absolute Barbecues - Jayanagar,Yes,No,3.2/5,973,HSR Layout,Casual Dining,Rajasthani,650,Casual Dining,HSR Layout
Byg Brewski - JP Nagar,Yes,No,3.9/5,4422,BTM,Food Court,Rolls,200,Food Court,BTM
Hotel Suprabhatha - Electronic City,No,Yes,3.8/5,4244,Hebbal,Desserts,Rajasthani,300,Desserts,Hebbal
Pizza Hut - Electronic City,Yes,No,3.3/5,1300,Rajajinagar,Café,Andhra,400,Café,Rajajinagar
Punjabi Dhaba - Sarjapur Road,Yes,No,4.8/5,4008,Hebbal,Sweet Shop,North Indian,150,Sweet Shop,Hebbal
Blue Tokai - Whitefield,Yes,No,3.9/5,34,Indiranagar,Beverage Shop,Chinese,100,Beverage Shop,Indiranagar
Vasudev Adiga's - Shivajinagar,No,No,3.3/5,0,Malleshwaram,Pub,Pizza,350,Pub,Malleshwaram
Hotel Suprabhatha - Basavanagudi,Yes,No,3.0/5,2515,Basavanagudi,Delivery,Pizza,250,Delivery,Basavanagudi
Smoke House Deli - Banashankari,No,Yes,3.7/5,2650,Basavanagudi,Delivery,North Indian,200,Delivery,Basavanagudi
Barbeque Nation - Jayanagar,Yes,No,3.7/5,1940,Rajajinagar,Bakery,Chinese,350,Bakery,Rajajinagar
New Krishna Bhavan - Marathahalli,Yes,Yes,4.2/5,1020,Marathahalli,Beverage Shop,Mughlai,150,Beverage Shop,Marathahalli
Barbeque Nation - Shivajinagar,Yes,No,3.8/5,91,Jayanagar,Food Court,Burgers,100,Food Court,Jayanagar
Barbeque Nation - Banashankari,Yes,No,3.3/5,4689,Yelahanka,Dhaba,Fast Food,200,Dhaba,Yelahanka
McDonald's - Bellandur,Yes,Yes,4.7/5,3891,Hebbal,Desserts,Kerala,200,Desserts,Hebbal
Keventers - Rajajinagar,Yes,No,4.1/5,2146,Shivajinagar,Fine Dining,Continental,750,Fine Dining,Shivajinagar
Kanti Sweets - JP Nagar,No,Yes,3.6/5,4093,Basavanagudi,Pub,Pizza,850,Pub,Basavanagudi
Cream Stone - Bellandur,Yes,Yes,3.9/5,2557,Shivajinagar,Desserts,North Indian,150,Desserts,Shivajinagar
Vasudev Adiga's - Yelahanka,Yes,No,4.1/5,1588,HSR Layout,Café,North Indian,400,Café,HSR Layout
Smoke House Deli - Electronic City,Yes,Yes,3.1/5,1876,Basavanagudi,Café,Biryani,250,Café,Basavanagudi
Chutney's - Yelahanka,No,No,3.8/5,3663,Shivajinagar,Beverage Shop,Rolls,150,Beverage Shop,Shivajinagar
Punjabi Dhaba - Malleshwaram,Yes,Yes,3.6/5,3895,KR Puram,Food Court,Gujarati,500,Food Court,KR Puram
Vasudev Adiga's - Rajajinagar,Yes,Yes,4.1/5,3414,JP Nagar,Mess,Fast Food,50,Mess,JP Nagar
